size,quickselect
214, 0.000161
214, 0.000163
214, 0.000167
214, 0.000163
214, 0.000169
214, 0.000160
214, 0.000176
214, 0.000172
214, 0.000200
214, 0.000205
214, 0.000207
214, 0.000173
214, 0.000174
214, 0.000206
214, 0.000208
214, 0.000209
214, 0.000179
214, 0.000187
214, 0.000172
214, 0.000165
214, 0.000170
214, 0.000159
214, 0.000165
214, 0.000162
214, 0.000160
214, 0.000167
214, 0.000175
