algorithm, size, time
heapSelect, 1502665, 0.014188
medianMediansSelect, 1502665, 0.060194
heapSelect, 1502665, 0.012306
medianMediansSelect, 1502665, 0.062185
heapSelect, 1502665, 0.014769
medianMediansSelect, 1502665, 0.071350
heapSelect, 1502665, 0.009787
medianMediansSelect, 1502665, 0.065200
heapSelect, 1502665, 0.021388
medianMediansSelect, 1502665, 0.061380
heapSelect, 1502665, 0.017726
medianMediansSelect, 1502665, 0.076247
heapSelect, 1502665, 0.010565
medianMediansSelect, 1502665, 0.069687
heapSelect, 1502665, 0.017907
medianMediansSelect, 1502665, 0.060185
heapSelect, 1502665, 0.025518
medianMediansSelect, 1502665, 0.062090
heapSelect, 1502665, 0.025630
medianMediansSelect, 1502665, 0.073599
heapSelect, 1502665, 0.011608
medianMediansSelect, 1502665, 0.071746
heapSelect, 1502665, 0.016447
medianMediansSelect, 1502665, 0.059925
heapSelect, 1502665, 0.016892
medianMediansSelect, 1502665, 0.060738
heapSelect, 1502665, 0.013874
medianMediansSelect, 1502665, 0.063341
heapSelect, 1502665, 0.021122
medianMediansSelect, 1502665, 0.072336
heapSelect, 1676202, 0.040479
medianMediansSelect, 1676202, 0.069162
heapSelect, 1676202, 0.016690
medianMediansSelect, 1676202, 0.072762
heapSelect, 1676202, 0.022776
medianMediansSelect, 1676202, 0.067292
heapSelect, 1676202, 0.024567
medianMediansSelect, 1676202, 0.077817
heapSelect, 1676202, 0.021788
medianMediansSelect, 1676202, 0.086481
heapSelect, 1676202, 0.028359
medianMediansSelect, 1676202, 0.082238
heapSelect, 1676202, 0.011856
medianMediansSelect, 1676202, 0.078109
heapSelect, 1676202, 0.012730
medianMediansSelect, 1676202, 0.095946
heapSelect, 1676202, 0.022157
medianMediansSelect, 1676202, 0.087460
heapSelect, 1676202, 0.030251
medianMediansSelect, 1676202, 0.103640
heapSelect, 1676202, 0.021333
medianMediansSelect, 1676202, 0.073385
heapSelect, 1676202, 0.016860
medianMediansSelect, 1676202, 0.073437
heapSelect, 1676202, 0.013746
medianMediansSelect, 1676202, 0.074946
heapSelect, 1676202, 0.016350
medianMediansSelect, 1676202, 0.095446
heapSelect, 1676202, 0.014943
medianMediansSelect, 1676202, 0.070677
heapSelect, 1676202, 0.014505
medianMediansSelect, 1676202, 0.078692
heapSelect, 1676202, 0.020072
medianMediansSelect, 1676202, 0.076718
heapSelect, 1676202, 0.024363
medianMediansSelect, 1676202, 0.092594
heapSelect, 1676202, 0.035245
medianMediansSelect, 1676202, 0.103659
heapSelect, 1676202, 0.017629
medianMediansSelect, 1676202, 0.088956
heapSelect, 1869781, 0.020231
medianMediansSelect, 1869781, 0.126619
heapSelect, 1869781, 0.016173
medianMediansSelect, 1869781, 0.095117
heapSelect, 1869781, 0.017689
medianMediansSelect, 1869781, 0.086519
heapSelect, 1869781, 0.038807
medianMediansSelect, 1869781, 0.126285
heapSelect, 1869781, 0.016295
medianMediansSelect, 1869781, 0.079737
heapSelect, 1869781, 0.038880
medianMediansSelect, 1869781, 0.114354
heapSelect, 1869781, 0.025541
medianMediansSelect, 1869781, 0.093609
heapSelect, 1869781, 0.014370
medianMediansSelect, 1869781, 0.078301
heapSelect, 1869781, 0.020982
medianMediansSelect, 1869781, 0.124662
heapSelect, 1869781, 0.036336
medianMediansSelect, 1869781, 0.095536
heapSelect, 1869781, 0.018270
medianMediansSelect, 1869781, 0.091870
heapSelect, 1869781, 0.027392
medianMediansSelect, 1869781, 0.080965
heapSelect, 1869781, 0.026702
medianMediansSelect, 1869781, 0.103631
heapSelect, 1869781, 0.023653
medianMediansSelect, 1869781, 0.077260
heapSelect, 1869781, 0.016248
medianMediansSelect, 1869781, 0.085561
heapSelect, 1869781, 0.026645
medianMediansSelect, 1869781, 0.118246
heapSelect, 1869781, 0.014068
medianMediansSelect, 1869781, 0.088264
heapSelect, 1869781, 0.018254
medianMediansSelect, 1869781, 0.107426
heapSelect, 1869781, 0.021782
medianMediansSelect, 1869781, 0.091391
heapSelect, 1869781, 0.024481
medianMediansSelect, 1869781, 0.088450
heapSelect, 2085716, 0.022167
medianMediansSelect, 2085716, 0.144045
heapSelect, 2085716, 0.025537
medianMediansSelect, 2085716, 0.102753
heapSelect, 2085716, 0.016204
medianMediansSelect, 2085716, 0.076217
heapSelect, 2085716, 0.040658
medianMediansSelect, 2085716, 0.130321
heapSelect, 2085716, 0.028907
medianMediansSelect, 2085716, 0.109408
heapSelect, 2085716, 0.027333
medianMediansSelect, 2085716, 0.137360
heapSelect, 2085716, 0.033464
medianMediansSelect, 2085716, 0.105804
heapSelect, 2085716, 0.026127
medianMediansSelect, 2085716, 0.140095
heapSelect, 2085716, 0.024634
medianMediansSelect, 2085716, 0.140324
heapSelect, 2085716, 0.024124
medianMediansSelect, 2085716, 0.097515
heapSelect, 2085716, 0.026632
medianMediansSelect, 2085716, 0.133955
heapSelect, 2085716, 0.021258
medianMediansSelect, 2085716, 0.110520
heapSelect, 2085716, 0.050680
medianMediansSelect, 2085716, 0.122770
heapSelect, 2085716, 0.015408
medianMediansSelect, 2085716, 0.101179
heapSelect, 2085716, 0.020361
medianMediansSelect, 2085716, 0.100777
heapSelect, 2085716, 0.040876
medianMediansSelect, 2085716, 0.122662
heapSelect, 2085716, 0.019421
medianMediansSelect, 2085716, 0.100027
heapSelect, 2085716, 0.034191
medianMediansSelect, 2085716, 0.127358
heapSelect, 2085716, 0.017699
medianMediansSelect, 2085716, 0.094924
heapSelect, 2085716, 0.016892
medianMediansSelect, 2085716, 0.103739
heapSelect, 2326588, 0.037478
medianMediansSelect, 2326588, 0.120441
heapSelect, 2326588, 0.024564
medianMediansSelect, 2326588, 0.117213
heapSelect, 2326588, 0.019310
medianMediansSelect, 2326588, 0.124959
heapSelect, 2326588, 0.040892
medianMediansSelect, 2326588, 0.102380
heapSelect, 2326588, 0.022991
medianMediansSelect, 2326588, 0.122267
heapSelect, 2326588, 0.021760
medianMediansSelect, 2326588, 0.126206
heapSelect, 2326588, 0.019948
medianMediansSelect, 2326588, 0.110705
heapSelect, 2326588, 0.031018
medianMediansSelect, 2326588, 0.163370
heapSelect, 2326588, 0.043692
medianMediansSelect, 2326588, 0.132161
heapSelect, 2326588, 0.019422
medianMediansSelect, 2326588, 0.102309
heapSelect, 2326588, 0.023576
medianMediansSelect, 2326588, 0.129854
heapSelect, 2326588, 0.035261
medianMediansSelect, 2326588, 0.133458
heapSelect, 2326588, 0.031134
medianMediansSelect, 2326588, 0.144105
heapSelect, 2326588, 0.028839
medianMediansSelect, 2326588, 0.146329
heapSelect, 2326588, 0.023539
medianMediansSelect, 2326588, 0.095317
heapSelect, 2326588, 0.031231
medianMediansSelect, 2326588, 0.148819
heapSelect, 2326588, 0.028264
medianMediansSelect, 2326588, 0.130685
heapSelect, 2326588, 0.021700
medianMediansSelect, 2326588, 0.101772
heapSelect, 2326588, 0.025125
medianMediansSelect, 2326588, 0.096137
heapSelect, 2326588, 0.029501
medianMediansSelect, 2326588, 0.119719
heapSelect, 2595278, 0.022544
medianMediansSelect, 2595278, 0.122871
heapSelect, 2595278, 0.035509
medianMediansSelect, 2595278, 0.133286
heapSelect, 2595278, 0.047342
medianMediansSelect, 2595278, 0.129691
heapSelect, 2595278, 0.043520
medianMediansSelect, 2595278, 0.148820
heapSelect, 2595278, 0.020226
medianMediansSelect, 2595278, 0.114872
heapSelect, 2595278, 0.029266
medianMediansSelect, 2595278, 0.140675
heapSelect, 2595278, 0.028547
medianMediansSelect, 2595278, 0.125786
heapSelect, 2595278, 0.036298
medianMediansSelect, 2595278, 0.150457
heapSelect, 2595278, 0.022669
medianMediansSelect, 2595278, 0.117135
heapSelect, 2595278, 0.026744
medianMediansSelect, 2595278, 0.131938
heapSelect, 2595278, 0.017059
medianMediansSelect, 2595278, 0.106910
heapSelect, 2595278, 0.028571
medianMediansSelect, 2595278, 0.148433
heapSelect, 2595278, 0.020856
medianMediansSelect, 2595278, 0.143845
heapSelect, 2595278, 0.045358
medianMediansSelect, 2595278, 0.124723
heapSelect, 2595278, 0.033862
medianMediansSelect, 2595278, 0.145188
heapSelect, 2595278, 0.025536
medianMediansSelect, 2595278, 0.148730
heapSelect, 2595278, 0.034763
medianMediansSelect, 2595278, 0.142861
heapSelect, 2595278, 0.019703
medianMediansSelect, 2595278, 0.149630
heapSelect, 2595278, 0.047990
medianMediansSelect, 2595278, 0.142910
heapSelect, 2595278, 0.026164
medianMediansSelect, 2595278, 0.149219
heapSelect, 2894998, 0.045652
medianMediansSelect, 2894998, 0.211921
heapSelect, 2894998, 0.022895
medianMediansSelect, 2894998, 0.132645
heapSelect, 2894998, 0.036081
medianMediansSelect, 2894998, 0.158065
heapSelect, 2894998, 0.035962
medianMediansSelect, 2894998, 0.173185
heapSelect, 2894998, 0.022161
medianMediansSelect, 2894998, 0.155351
heapSelect, 2894998, 0.057703
medianMediansSelect, 2894998, 0.183728
heapSelect, 2894998, 0.020951
medianMediansSelect, 2894998, 0.128579
heapSelect, 2894998, 0.046490
medianMediansSelect, 2894998, 0.159056
heapSelect, 2894998, 0.046440
medianMediansSelect, 2894998, 0.175181
heapSelect, 2894998, 0.020489
medianMediansSelect, 2894998, 0.137898
heapSelect, 2894998, 0.030170
medianMediansSelect, 2894998, 0.174768
heapSelect, 2894998, 0.033287
medianMediansSelect, 2894998, 0.138197
heapSelect, 2894998, 0.023064
medianMediansSelect, 2894998, 0.145682
heapSelect, 2894998, 0.024054
medianMediansSelect, 2894998, 0.127418
heapSelect, 2894998, 0.025933
medianMediansSelect, 2894998, 0.145782
heapSelect, 2894998, 0.025394
medianMediansSelect, 2894998, 0.154143
heapSelect, 2894998, 0.041664
medianMediansSelect, 2894998, 0.142057
heapSelect, 2894998, 0.034910
medianMediansSelect, 2894998, 0.165233
heapSelect, 2894998, 0.040417
medianMediansSelect, 2894998, 0.134506
heapSelect, 2894998, 0.064094
medianMediansSelect, 2894998, 0.166857
heapSelect, 3229331, 0.036863
medianMediansSelect, 3229331, 0.154974
heapSelect, 3229331, 0.063036
medianMediansSelect, 3229331, 0.182352
heapSelect, 3229331, 0.040912
medianMediansSelect, 3229331, 0.198898
heapSelect, 3229331, 0.025265
medianMediansSelect, 3229331, 0.148896
heapSelect, 3229331, 0.040684
medianMediansSelect, 3229331, 0.183807
heapSelect, 3229331, 0.041318
medianMediansSelect, 3229331, 0.170249
heapSelect, 3229331, 0.026222
medianMediansSelect, 3229331, 0.152280
heapSelect, 3229331, 0.034429
medianMediansSelect, 3229331, 0.138874
heapSelect, 3229331, 0.050107
medianMediansSelect, 3229331, 0.160329
heapSelect, 3229331, 0.032543
medianMediansSelect, 3229331, 0.130648
heapSelect, 3229331, 0.024375
medianMediansSelect, 3229331, 0.142463
heapSelect, 3229331, 0.040584
medianMediansSelect, 3229331, 0.178612
heapSelect, 3229331, 0.034354
medianMediansSelect, 3229331, 0.152519
heapSelect, 3229331, 0.058634
medianMediansSelect, 3229331, 0.181776
heapSelect, 3229331, 0.032097
medianMediansSelect, 3229331, 0.174622
heapSelect, 3229331, 0.023453
medianMediansSelect, 3229331, 0.122758
heapSelect, 3229331, 0.032468
medianMediansSelect, 3229331, 0.179956
heapSelect, 3229331, 0.031451
medianMediansSelect, 3229331, 0.156999
heapSelect, 3229331, 0.026158
medianMediansSelect, 3229331, 0.140876
heapSelect, 3229331, 0.040605
medianMediansSelect, 3229331, 0.183416
heapSelect, 3602276, 0.071278
medianMediansSelect, 3602276, 0.204722
heapSelect, 3602276, 0.046618
medianMediansSelect, 3602276, 0.165001
heapSelect, 3602276, 0.031265
medianMediansSelect, 3602276, 0.143152
heapSelect, 3602276, 0.059823
medianMediansSelect, 3602276, 0.160878
heapSelect, 3602276, 0.022485
medianMediansSelect, 3602276, 0.141943
heapSelect, 3602276, 0.026589
medianMediansSelect, 3602276, 0.165788
heapSelect, 3602276, 0.027282
medianMediansSelect, 3602276, 0.133151
heapSelect, 3602276, 0.029576
medianMediansSelect, 3602276, 0.176167
heapSelect, 3602276, 0.051650
medianMediansSelect, 3602276, 0.225949
heapSelect, 3602276, 0.057396
medianMediansSelect, 3602276, 0.225795
heapSelect, 3602276, 0.070314
medianMediansSelect, 3602276, 0.236226
heapSelect, 3602276, 0.043306
medianMediansSelect, 3602276, 0.172813
heapSelect, 3602276, 0.046963
medianMediansSelect, 3602276, 0.239510
heapSelect, 3602276, 0.050372
medianMediansSelect, 3602276, 0.158142
heapSelect, 3602276, 0.031856
medianMediansSelect, 3602276, 0.188498
heapSelect, 3602276, 0.036116
medianMediansSelect, 3602276, 0.168588
heapSelect, 3602276, 0.052848
medianMediansSelect, 3602276, 0.229910
heapSelect, 3602276, 0.058072
medianMediansSelect, 3602276, 0.181799
heapSelect, 3602276, 0.032306
medianMediansSelect, 3602276, 0.176858
heapSelect, 3602276, 0.083576
medianMediansSelect, 3602276, 0.200943
heapSelect, 4018290, 0.040710
medianMediansSelect, 4018290, 0.194399
heapSelect, 4018290, 0.078525
medianMediansSelect, 4018290, 0.284152
heapSelect, 4018290, 0.040993
medianMediansSelect, 4018290, 0.253025
heapSelect, 4018290, 0.065141
medianMediansSelect, 4018290, 0.238423
heapSelect, 4018290, 0.036749
medianMediansSelect, 4018290, 0.198113
heapSelect, 4018290, 0.058398
medianMediansSelect, 4018290, 0.234873
heapSelect, 4018290, 0.068177
medianMediansSelect, 4018290, 0.213045
heapSelect, 4018290, 0.051388
medianMediansSelect, 4018290, 0.214906
heapSelect, 4018290, 0.029399
medianMediansSelect, 4018290, 0.156719
heapSelect, 4018290, 0.056521
medianMediansSelect, 4018290, 0.253097
heapSelect, 4018290, 0.047284
medianMediansSelect, 4018290, 0.202403
heapSelect, 4018290, 0.029885
medianMediansSelect, 4018290, 0.180047
heapSelect, 4018290, 0.069051
medianMediansSelect, 4018290, 0.241285
heapSelect, 4018290, 0.066745
medianMediansSelect, 4018290, 0.213562
heapSelect, 4018290, 0.053936
medianMediansSelect, 4018290, 0.182086
heapSelect, 4018290, 0.050533
medianMediansSelect, 4018290, 0.224760
heapSelect, 4018290, 0.037176
medianMediansSelect, 4018290, 0.202737
heapSelect, 4018290, 0.042570
medianMediansSelect, 4018290, 0.203811
heapSelect, 4018290, 0.055049
medianMediansSelect, 4018290, 0.152142
heapSelect, 4018290, 0.036149
medianMediansSelect, 4018290, 0.145331
heapSelect, 4482349, 0.035804
medianMediansSelect, 4482349, 0.189487
heapSelect, 4482349, 0.045824
medianMediansSelect, 4482349, 0.233454
heapSelect, 4482349, 0.044515
medianMediansSelect, 4482349, 0.199674
heapSelect, 4482349, 0.065595
medianMediansSelect, 4482349, 0.219964
heapSelect, 4482349, 0.049488
medianMediansSelect, 4482349, 0.183500
heapSelect, 4482349, 0.039373
medianMediansSelect, 4482349, 0.193181
heapSelect, 4482349, 0.068136
medianMediansSelect, 4482349, 0.267900
heapSelect, 4482349, 0.032739
medianMediansSelect, 4482349, 0.176318
heapSelect, 4482349, 0.031517
medianMediansSelect, 4482349, 0.196578
heapSelect, 4482349, 0.042140
medianMediansSelect, 4482349, 0.257227
heapSelect, 4482349, 0.053496
medianMediansSelect, 4482349, 0.271368
heapSelect, 4482349, 0.037259
medianMediansSelect, 4482349, 0.210451
heapSelect, 4482349, 0.042187
medianMediansSelect, 4482349, 0.207455
heapSelect, 4482349, 0.053779
medianMediansSelect, 4482349, 0.286568
heapSelect, 4482349, 0.044962
medianMediansSelect, 4482349, 0.222283
heapSelect, 4482349, 0.041422
medianMediansSelect, 4482349, 0.202857
heapSelect, 4482349, 0.027166
medianMediansSelect, 4482349, 0.220066
heapSelect, 4482349, 0.103959
medianMediansSelect, 4482349, 0.252549
heapSelect, 4482349, 0.061879
medianMediansSelect, 4482349, 0.243711
heapSelect, 4482349, 0.036733
medianMediansSelect, 4482349, 0.207802
heapSelect, 5000000, 0.052918
medianMediansSelect, 5000000, 0.249353
heapSelect, 5000000, 0.034618
medianMediansSelect, 5000000, 0.273502
heapSelect, 5000000, 0.051029
medianMediansSelect, 5000000, 0.235717
heapSelect, 5000000, 0.096345
medianMediansSelect, 5000000, 0.316577
heapSelect, 5000000, 0.051734
medianMediansSelect, 5000000, 0.218679
heapSelect, 5000000, 0.045545
medianMediansSelect, 5000000, 0.321415
heapSelect, 5000000, 0.046759
medianMediansSelect, 5000000, 0.223671
heapSelect, 5000000, 0.100277
medianMediansSelect, 5000000, 0.273262
heapSelect, 5000000, 0.089741
medianMediansSelect, 5000000, 0.272538
heapSelect, 5000000, 0.050202
medianMediansSelect, 5000000, 0.244772
heapSelect, 5000000, 0.084753
medianMediansSelect, 5000000, 0.340976
heapSelect, 5000000, 0.036241
medianMediansSelect, 5000000, 0.229812
heapSelect, 5000000, 0.067602
medianMediansSelect, 5000000, 0.298821
heapSelect, 5000000, 0.050766
medianMediansSelect, 5000000, 0.300745
heapSelect, 5000000, 0.052932
medianMediansSelect, 5000000, 0.220546
heapSelect, 5000000, 0.094255
medianMediansSelect, 5000000, 0.234178
heapSelect, 5000000, 0.085012
medianMediansSelect, 5000000, 0.356361
heapSelect, 5000000, 0.068988
medianMediansSelect, 5000000, 0.321840
heapSelect, 5000000, 0.047152
medianMediansSelect, 5000000, 0.243670
heapSelect, 5000000, 0.038913
medianMediansSelect, 5000000, 0.235773
